p_exposure,p_automatable,rationale,raw_ok,job_id,model,provider,construct_target
0.85,0.15,"AI Solutions sales role; likely sells AI products, but core work is consultative outbound selling, not routine machine-executable tasks.",1,a6b4ee147198,gpt-5.4-mini,openai,automatability
0.03,0.12,"Legal counsel role; mentions scalable compliance, but no AI/ML work and core tasks are judgment-heavy, not routine.",1,5acebe2568d2,gpt-5.4-mini,openai,automatability
0.12,0.18,"Semiconductor test engineering with Java suggests technical work, but no explicit AI/ML; tasks seem specialized, not highly routine.",1,e665a87b3371,gpt-5.4-mini,openai,automatability
0.02,0.28,"IT support and field deployment work; no AI/ML duties mentioned. Some onboarding and asset tasks are routine, but on-site setup limits automation.",1,562bd8bb3d38,gpt-5.4-mini,openai,automatability
0.03,0.72,"Sales account executive role; no AI/ML work described, and core outreach/pitching tasks are fairly routine.",1,7fd112b64415,gpt-5.4-mini,openai,automatability
0.02,0.12,"No AI, ML, or data-science duties mentioned; hygienist work is hands-on but partly routine and standardized.",1,c7c62f0bd4cd,gpt-5.4-mini,openai,automatability
0.02,0.35,No AI/ML duties mentioned; collection-management work appears partly procedural and document-driven.,1,2cf1c89b6b7a,gpt-5.4-mini,openai,automatability
0.02,0.08,"Therapy, family support, and supervision dominate; little evidence of AI work, and core tasks are interpersonal and judgment-based.",1,d17c1ceeaa2a,gpt-5.4-mini,openai,automatability
0.02,0.62,"No AI/ML work mentioned; tasks are inventory tracking, cycle counts, and routine coordination, partly automatable.",1,f5bf7ddaa366,gpt-5.4-mini,openai,automatability
0.08,0.18,"Cybersecurity SOC work, not AI/ML-focused; investigations and network judgment reduce routine automation.",1,31b525144544,gpt-5.4-mini,openai,automatability
0.03,0.42,No AI/ML work mentioned; procurement coordination and supplier management are partly routine but involve relationship and project management.,1,e22e0c9aad88,gpt-5.4-mini,openai,automatability
0.08,0.12,"Salesforce architecture and governance role; no explicit AI/ML work, and tasks require judgment, integration, and stakeholder coordination.",1,b02d01d61d72,gpt-5.4-mini,openai,automatability
0.08,0.18,"Cybersecurity risk management role; mentions AI only as prohibited in applications, not as job work. Mostly judgment, policy, and monitoring.",1,203e2a53c52f,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; duties are routine patient prep, assistance, office, and lab tasks with some interpersonal care.",1,c072c8ff02ee,gpt-5.4-mini,openai,automatability
0.08,0.22,"Cybersecurity engineering, AWS, and classified systems suggest security work, not AI/ML; some tasks are procedural but require judgment.",1,0951fe050c10,gpt-5.4-mini,openai,automatability
0.01,0.05,General dentist role shows no AI/ML work; hands-on clinical judgment and procedures are not mostly routine.,1,6e09392f42c4,gpt-5.4-mini,openai,automatability
0.02,0.18,"Risk consulting and client training; no AI/ML or data-science work mentioned, though some advisory tasks are partly automatable.",1,997f630052ca,gpt-5.4-mini,openai,automatability
0.18,0.22,"Consulting and sales transformation work; mentions technology and intelligence, but no explicit AI/ML or highly routine tasks.",1,0762e39ef490,gpt-5.4-mini,openai,automatability
0.01,0.72,Manufacturing press operator role; no AI/ML mentioned. Core work appears repetitive machine operation and production tasks.,1,134910e6b5a2,gpt-5.4-mini,openai,automatability
0.02,0.18,"Packaging press operator role; no AI/ML work mentioned, and tasks appear machine-operation focused but not fully routine.",1,60b08cff79d2,gpt-5.4-mini,openai,automatability
0.02,0.08,"Legal drafting role; no AI/ML work mentioned. Tasks are specialized, judgment-heavy, and not routine enough for full automation.",1,b6dc2d50b9ce,gpt-5.4-mini,openai,automatability
0.01,0.12,"Early childhood assistant teacher role; no AI/ML work mentioned, and tasks are hands-on but partly routine.",1,220303d8e0b3,gpt-5.4-mini,openai,automatability
0.12,0.18,"Product management role mentions digital strategy and analytics, but no direct AI/ML work; tasks are judgment-heavy, not highly routine.",1,cdc9a6d2c3e3,gpt-5.4-mini,openai,automatability
0.08,0.22,"Business systems analyst for EDI/purchasing/compliance; no AI/ML work mentioned, but some planning and coordination tasks are partially automatable.",1,87d27a81d45c,gpt-5.4-mini,openai,automatability
0.08,0.18,"Food science and product development, not AI-focused; some routine specs and labeling, but substantial experimental and plant-based judgment.",1,b5f99c4f917d,gpt-5.4-mini,openai,automatability
0.01,0.97,No AI/ML work described; repetitive floor-cleaning and checklist tasks are highly automatable.,1,1de6c92991e0,gpt-5.4-mini,openai,automatability
0.08,0.18,"Architecture and platform design role; no explicit AI/ML work, but some technical tasks are partially automatable.",1,f456e4423644,gpt-5.4-mini,openai,automatability
0.08,0.34,"Controls and automation engineering, but no explicit AI/ML work; many tasks are technical yet partly standardized.",1,7f302a0fef0a,gpt-5.4-mini,openai,automatability
0.03,0.62,"No AI/ML mentioned; lab analysis, data entry, and routine validation suggest moderate automation potential.",1,8411355c9146,gpt-5.4-mini,openai,automatability
0.08,0.03,"Biomedical tissue-engineering research role; no AI/ML/data-science duties described, and tasks are specialized experimental research, not routine.",1,de5e8710457e,gpt-5.4-mini,openai,automatability
0.02,0.18,"Engineering compliance and process design; no AI/ML mention. Some analysis is routine, but project work limits automation.",1,c3e37c4b6b24,gpt-5.4-mini,openai,automatability
0.03,0.08,"Organic chemistry and glycoscience focus; no AI/ML mentioned, and lab research work is not mostly routine or fully automatable.",1,5b6d16b8ab45,gpt-5.4-mini,openai,automatability
0.03,0.08,"Quantum materials synthesis and characterization; no AI/ML mentioned, and hands-on experimental research is not routine automation.",1,fd880adbac56,gpt-5.4-mini,openai,automatability
0.01,0.18,"Clinical lab operations, not AI/ML work; some procedures are standardized, but technical oversight and judgment limit automation.",1,92871db98d7f,gpt-5.4-mini,openai,automatability
0.02,0.18,No AI/ML mentioned; hands-on lab production and compliance work is partly routine but still requires physical judgment.,1,244979977aac,gpt-5.4-mini,openai,automatability
0.03,0.41,"Compliance/regulatory work, not AI-focused; some repetitive review and monitoring tasks could be partially automated.",1,5a665db56103,gpt-5.4-mini,openai,automatability
0.18,0.22,"Systems-focused finance role with ERP/CPQ optimization and reporting; some process work is automatable, but liaison and cross-functional judgment remain.",1,2dd87c1adc22,gpt-5.4-mini,openai,automatability
0.02,0.62,"Construction QA/QC inspection and documentation; no AI/ML mention, but many routine review and record-keeping tasks.",1,939f6ef9d1d8,gpt-5.4-mini,openai,automatability
0.97,0.18,"Explicit machine learning, AI governance, and data science work; tasks are judgment-heavy, cross-functional, and not routine.",1,f08fa077b16c,gpt-5.4-mini,openai,automatability
0.02,0.55,"No AI/ML work mentioned; customer sales, files, contracts, and merchandise handling are partly routine and automatable.",1,eb1aa6018836,gpt-5.4-mini,openai,automatability
0.03,0.12,"Mechanical engineering projects; mentions mechatronics and instrumentation, but no AI/ML/data-science work. Tasks are technical and varied, not highly routine.",1,132cb591f0df,gpt-5.4-mini,openai,automatability
0.97,0.18,Explicitly trains AI systems using aviation expertise; specialized human judgment lowers routine automation.,1,8ef7fe7d2eef,gpt-5.4-mini,openai,automatability
0.03,0.08,"Pharmaceutical process development and tech transfer; no mention of AI/ML, and work appears specialized, collaborative, and non-routine.",1,03fea1468365,gpt-5.4-mini,openai,automatability
0.01,0.12,Phlebotomy role; no AI/ML work mentioned. Core tasks are hands-on but partly routine and standardized.,1,954544af3e2b,gpt-5.4-mini,openai,automatability
0.03,0.12,"Posting describes general process engineering at a manufacturer; no AI/ML work mentioned, and tasks seem partly technical but not highly routine.",1,811cfa236423,gpt-5.4-mini,openai,automatability
0.02,0.12,"No AI/ML work described; mostly human care coordination, meetings, transport, and individualized support.",1,5334b496225c,gpt-5.4-mini,openai,automatability
0.05,0.18,"Process engineering, equipment reliability, compliance, and continuous improvement; no AI/ML or highly routine clerical tasks mentioned.",1,4c6468c1974d,gpt-5.4-mini,openai,automatability
0.08,0.42,"Content/growth management with social posting and analytics; little evidence of AI/ML work, but some routine content tasks are automatable.",1,8e7febc7e4b0,gpt-5.4-mini,openai,automatability
0.08,0.18,"Sales/solution architecture role; mentions technology trends, but no direct AI/ML work and substantial human-facing judgment.",1,571c8cf2d1d3,gpt-5.4-mini,openai,automatability
0.98,0.22,"Directly evaluates and improves AI-generated medical outputs; core work is expert judgment and feedback, not routine machine-executable tasks.",1,2e7673d5aaa2,gpt-5.4-mini,openai,automatability
0.01,0.42,"Sleep-study technologist role; no AI/ML mentioned. Some scoring/documentation is routine, but patient monitoring and setup remain hands-on.",1,cacdccc1a48a,gpt-5.4-mini,openai,automatability
0.18,0.12,"Mentions modelling and design, but no explicit AI/ML work; role appears professional, project-led, and judgment-heavy.",1,38f7c63637ea,gpt-5.4-mini,openai,automatability
0.02,0.08,"Clinical operations leadership role; no AI/ML work mentioned, and duties appear managerial and human-centered rather than routine.",1,0f333e9a969a,gpt-5.4-mini,openai,automatability
0.72,0.78,"Posting emphasizes AI-driven solutions, but the role title suggests repetitive testing tasks highly amenable to automation.",1,83e66eb7cc36,gpt-5.4-mini,openai,automatability
0.03,0.12,"Traditional process engineering/consulting role; no AI/ML mentioned, and tasks appear specialized, client-facing, and non-routine.",1,8db2576556b8,gpt-5.4-mini,openai,automatability
0.03,0.18,"ERP/integration developer role; no AI/ML mentioned. Work is technical and troubleshooting-heavy, only partly routine.",1,e351488f0aaf,gpt-5.4-mini,openai,automatability
0.02,0.18,"Equipment maintenance role; no AI/ML work mentioned. Tasks are hands-on and technical, only partly routine.",1,95b64d5ae72c,gpt-5.4-mini,openai,automatability
0.02,0.08,"Healthcare technologist role mentions new technologies, but no AI/ML or data-science work; hands-on clinical tasks are only partly automatable.",1,33686a3a7b3e,gpt-5.4-mini,openai,automatability
0.02,0.78,"Evidence coordination role; no AI/ML mentioned. Core work sounds procedural, repetitive, and SOP-driven.",1,5c52727a5ef4,gpt-5.4-mini,openai,automatability
0.08,0.18,"Scientific liaison role; mentions clinicians and diagnostics, but no AI/ML work and much relationship-driven, nonroutine field communication.",1,55c07e1ab727,gpt-5.4-mini,openai,automatability
0.02,0.78,"Pure administrative/clerical support with document archiving and data entry; no AI/ML work mentioned, tasks are largely routine.",1,2b285b88ce55,gpt-5.4-mini,openai,automatability
0.02,0.12,No AI/ML or data-science duties mentioned; hands-on animal healthcare and training tasks are only partly routine.,1,064988f3b009,gpt-5.4-mini,openai,automatability
0.08,0.34,"Life-science troubleshooting and process support; mentions data analysis, but no direct AI/ML work and substantial human judgment remains.",1,1a060a8ae15a,gpt-5.4-mini,openai,automatability
0.03,0.18,"Quality management, documentation, training, and process oversight; little evidence of AI/ML work, though some routine administrative tasks are automatable.",1,7ee2781a5397,gpt-5.4-mini,openai,automatability
0.08,0.18,"Advanced analytical chemistry role; uses data-informed methods, but no AI/ML mentioned and tasks are specialized, not highly routine.",1,7c8b9a5c43e3,gpt-5.4-mini,openai,automatability
0.97,0.18,"Explicit AI model training/evaluation role; tasks require judgment and domain expertise, not mostly routine automation.",1,98872f1b5357,gpt-5.4-mini,openai,automatability
0.03,0.18,"No AI/ML work described; mostly hands-on lab operations, though some data entry and standardized procedures are routine.",1,1c69bded0f54,gpt-5.4-mini,openai,automatability
0.03,0.18,Quality assurance and auditing work; no AI/ML mention. Some routine documentation and checks could be partially automated.,1,7f43d7b9bcab,gpt-5.4-mini,openai,automatability
0.01,0.18,"Direct care role with hygiene and behavioral support; no AI/ML work mentioned, though some routine tasks are partially automatable.",1,3f59589182a9,gpt-5.4-mini,openai,automatability
0.02,0.35,Pure sales management; no AI/ML work mentioned. Some pipeline and conversion tasks are process-driven and partially automatable.,1,c59a6606c269,gpt-5.4-mini,openai,automatability
0.99,0.05,"Explicit AI research role; core work is advancing AI systems, not routine repetitive tasks.",1,aa4a5aee1d4e,gpt-5.4-mini,openai,automatability
0.08,0.22,"Environmental data management and EQuIS troubleshooting, not AI/ML work; some tasks may be software-driven but not highly routine.",1,1e453c0b08e6,gpt-5.4-mini,openai,automatability
0.08,0.22,"Clinical field support role; no AI/ML mention. Tasks seem partly routine coordination, but require human clinical interaction.",1,010061d499f8,gpt-5.4-mini,openai,automatability
0.01,0.72,Pure customer-service retail role; no AI/ML mention. Core tasks appear routine and highly automatable.,1,e6552728f3d6,gpt-5.4-mini,openai,automatability
0.08,0.62,Posting is generic QA work with no AI/ML duties; testing tasks are partly routine and scriptable.,1,0b941e9d1d43,gpt-5.4-mini,openai,automatability
0.02,0.35,"Pure sales role with training and face-to-face client work; no AI/ML mention, but some routine outreach may be automatable.",1,ceebaac32a04,gpt-5.4-mini,openai,automatability
0.03,0.18,Lab assay scientist role; no AI/ML mentioned. Work is specialized but includes routine assay procedures and sample analysis.,1,b15dbba04cbc,gpt-5.4-mini,openai,automatability
0.03,0.42,"No AI/ML duties mentioned; health information management appears partly routine, administrative, and document-focused.",1,19da7145ecf3,gpt-5.4-mini,openai,automatability
0.01,0.35,"Sales/account management role; no AI or data-science duties mentioned. Core work appears relationship-driven, though some routine sales tasks may be automatable.",1,59617100cd01,gpt-5.4-mini,openai,automatability
0.98,0.12,"Posting explicitly centers on frontier AI, machine learning, predictive/generative models, and drug discovery leadership.",1,fb781a8ee8fd,gpt-5.4-mini,openai,automatability
0.08,0.22,"Controls engineering and system integration, not AI/ML-focused; some routine technical work, but leadership and client-facing tasks reduce automability.",1,dd450153e875,gpt-5.4-mini,openai,automatability
0.12,0.58,"Mentions data-driven automated systems, but role focuses on equipment operation, maintenance, and troubleshooting rather than AI work.",1,07c1c59315bf,gpt-5.4-mini,openai,automatability
0.03,0.78,"No AI/ML work mentioned; invoice, expense, and policy-checking tasks are largely routine and rule-based.",1,12b9a8df08f0,gpt-5.4-mini,openai,automatability
0.01,0.08,"Home care nursing role; no AI/ML or data-science work mentioned, and core tasks appear hands-on, interpersonal, and non-routine.",1,08c331c9181f,gpt-5.4-mini,openai,automatability
0.02,0.18,"Sales and customer education role; no AI/ML or data-science work mentioned, and tasks are partly routine but relationship-based.",1,94c11d894636,gpt-5.4-mini,openai,automatability
0.03,0.12,"Analytical lab scientist role uses instrumentation and method development, not AI/ML; some reporting and routine data review are partially automatable.",1,caee943d1c64,gpt-5.4-mini,openai,automatability
0.01,0.85,"Focus-group panel participation is not AI work; core tasks are simple registration and survey participation, largely automatable.",1,1a8aba891fc3,gpt-5.4-mini,openai,automatability
0.03,0.42,"No AI/ML work described; mostly outreach, coordination, data tracking, and administrative tasks with some routine digital communication.",1,0360ac4a3213,gpt-5.4-mini,openai,automatability
0.02,0.18,"Pure sales role with relationship-building; no AI/ML or data-science work mentioned, though some outreach tasks are partially automatable.",1,2c66a52002f9,gpt-5.4-mini,openai,automatability
0.02,0.18,"Sales/territory finance role; no AI or data-science duties mentioned, but some routine administrative work may be automatable.",1,4681589d815d,gpt-5.4-mini,openai,automatability
0.08,0.62,Data management and cataloging are routine; no explicit AI/ML work mentioned.,1,8c4585404e61,gpt-5.4-mini,openai,automatability
0.18,0.22,"Posting lacks AI/ML mentions; process-control engineering suggests technical, judgment-based work with limited routine automation.",1,95f4556f4c4e,gpt-5.4-mini,openai,automatability
0.08,0.18,"Posting emphasizes chemistry research engineering, not AI/ML work; tasks appear specialized and experimental rather than routine.",1,ac8824cf74d7,gpt-5.4-mini,openai,automatability
0.08,0.18,"Clinical research coordination/travel-heavy oversight; training mentions no AI/ML or data-science work, and tasks seem partly procedural.",1,f43604692110,gpt-5.4-mini,openai,automatability
0.03,0.18,"Engineering design role; no AI/ML mentioned. Some analysis is routine, but consulting judgment and project-specific work remain substantial.",1,b8cb782b80f7,gpt-5.4-mini,openai,automatability
0.03,0.12,"Lean manufacturing, troubleshooting, and teaching maintenance staff; no AI, ML, or data-science work described.",1,2e9c88bf4335,gpt-5.4-mini,openai,automatability
0.03,0.42,"Biomedical equipment repair and maintenance; no AI/ML mentioned, but some diagnostics and routine service tasks are partially automatable.",1,5d5f48593856,gpt-5.4-mini,openai,automatability
0.08,0.18,"Mentions data and tech literacy, but no AI/ML work; role is managerial/client-service with some routine request resolution.",1,5fb5713e17a3,gpt-5.4-mini,openai,automatability
0.01,0.18,"Cleaning and infection-prevention work; no AI/ML or data-science duties mentioned, though some routine tasks may be automatable.",1,158d8c0cc074,gpt-5.4-mini,openai,automatability
0.02,0.01,"Medical oncologist role; posting emphasizes clinical care, not AI/ML work, and core tasks are highly judgment-based.",1,5201b652160f,gpt-5.4-mini,openai,automatability
0.01,0.12,"Manual railcar inspection and repair; no AI, data, or machine-learning work described.",1,aeaea8088d7e,gpt-5.4-mini,openai,automatability
0.02,0.18,Hands-on electronics repair role; no AI/ML mention. Some routine service tasks could be partially automated.,1,f79a46641e60,gpt-5.4-mini,openai,automatability
0.01,0.92,"Warehouse order-picking role; no AI/ML work mentioned, and tasks appear highly routine and repetitive.",1,632924d1d097,gpt-5.4-mini,openai,automatability
0.98,0.08,"Explicit AI/ML and autonomy roadmap role; core work is advanced engineering, planning, and optimization, not routine tasks.",1,887d04208e0e,gpt-5.4-mini,openai,automatability
0.03,0.12,"Thin-film process engineering is specialized manufacturing work; posting mentions no AI/ML, and core tasks are technical but not highly routine.",1,1573a9acd0b8,gpt-5.4-mini,openai,automatability
0.03,0.18,"Traditional machining and equipment repair; mentions automated environments, but no AI/ML or data-science work.",1,73fa3b6824e9,gpt-5.4-mini,openai,automatability
0.02,0.78,"Routine lab support role; no AI/ML work mentioned. Core tasks likely repetitive and standardized, though human oversight remains.",1,5f5386bf7c55,gpt-5.4-mini,openai,automatability
0.05,0.72,"No AI/ML work mentioned; testing, defect management, and data validation are fairly routine and software-assisted.",1,332a70a9614e,gpt-5.4-mini,openai,automatability
0.08,0.12,"Posting describes founding a startup, not AI work; tasks are entrepreneurial and relationship-driven, not routine or machine-executable.",1,fa9516ff1ac5,gpt-5.4-mini,openai,automatability
0.18,0.08,"Cancer biology research uses omics and patient analyses, but posting emphasizes experimental wet-lab and independent scientific work, not AI or routine tasks.",1,2538d3c2b530,gpt-5.4-mini,openai,automatability
0.02,0.18,"Compliance/export-controls role shows no AI/ML work; tasks are policy, review, and judgment-heavy, only partly routine.",1,003cd465bfdd,gpt-5.4-mini,openai,automatability
0.02,0.18,"Sales representative role; posting shows no AI/ML work, and core tasks appear relationship-driven rather than highly routine.",1,cceba5a0ec89,gpt-5.4-mini,openai,automatability
0.08,0.18,"Semiconductor process engineering suggests technical analysis, but posting mentions no AI/ML; tasks appear specialized and not routine.",1,498ffcedae7a,gpt-5.4-mini,openai,automatability
0.03,0.12,"Medical science liaison work is clinical/scientific support, not AI/ML; tasks are relationship- and expertise-driven, only partly routine.",1,2e9785ff7493,gpt-5.4-mini,openai,automatability
0.01,0.18,"Medical assistant role; posting shows patient care support, not AI work. Tasks seem partly routine, but require hands-on human interaction.",1,aa6916b1d311,gpt-5.4-mini,openai,automatability
0.08,0.18,"Manufacturing process engineering; posting shows no AI/ML work, and tasks appear partly standardized but still hands-on.",1,c571a69e7c7a,gpt-5.4-mini,openai,automatability
0.03,0.18,"Manufacturing/process engineering role; no AI or data-science duties mentioned, but some support tasks may be partially automatable.",1,4a75b1481307,gpt-5.4-mini,openai,automatability
0.78,0.22,"Strong MBSE, modeling, automation, and Python/C++ signals AI-adjacent work; role is senior systems engineering, not routine clerical work.",1,451286139843,gpt-5.4-mini,openai,automatability
0.03,0.12,"Standard electrical engineering role in manufacturing; no AI/ML mention, and tasks likely include some non-routine design and troubleshooting.",1,f3cc630c4a0d,gpt-5.4-mini,openai,automatability
0.02,0.18,"Construction project management; no AI/ML mention. Coordination-heavy, but some scheduling/reporting tasks are partially automatable.",1,fc62b1d5c8e4,gpt-5.4-mini,openai,automatability
0.03,0.08,"Engineering design role mentions process integration and construction documents, with no AI/ML or routine clerical work.",1,86713276a3b6,gpt-5.4-mini,openai,automatability
0.08,0.18,"Clinical research leadership role; no AI/ML methods mentioned. Some routine trial administration exists, but judgment and external leadership dominate.",1,e929eca1d1be,gpt-5.4-mini,openai,automatability
0.02,0.18,"Sales-focused home visits and relationship building; no AI/ML work described, though some routine quoting and product matching may be automatable.",1,4fbdaee3a8fa,gpt-5.4-mini,openai,automatability
0.03,0.18,"No AI/ML work mentioned; mostly strategic audit coordination, reporting, planning, and process improvement with some routine elements.",1,4d61e3cbb7b2,gpt-5.4-mini,openai,automatability
0.02,0.08,"Cath lab technologist role is clinical imaging/procedure support, with no AI/ML mention and substantial hands-on patient care.",1,cb34a215ac0c,gpt-5.4-mini,openai,automatability
0.03,0.18,"Chemical process engineering role; posting mentions no AI work, and tasks are specialized but partly standardized.",1,7c2242d9f429,gpt-5.4-mini,openai,automatability
0.08,0.18,"Posting is mostly generic and truncated; no explicit AI/ML duties, and application-engineer work suggests some human judgment.",1,5cefaa923bc0,gpt-5.4-mini,openai,automatability
0.78,0.22,"Strong computational biology, genomic selection, and quantitative genetics indicate AI-adjacent methods; research work is specialized, not routine.",1,cbeafc5fedf9,gpt-5.4-mini,openai,automatability
0.02,0.42,"No AI/ML work mentioned; mostly routine office, scheduling, tech support, and basic marketing tasks.",1,e90f549df194,gpt-5.4-mini,openai,automatability
0.98,0.08,Explicit AI specialist role building autonomous agent systems; work is highly technical and not routine.,1,459f373f8966,gpt-5.4-mini,openai,automatability
0.02,0.08,"Wet-lab mouse experiments and lab management; no AI/ML work, and tasks are hands-on, not highly routine.",1,94cf638dee4f,gpt-5.4-mini,openai,automatability
0.08,0.22,"Validation/debug hardware role; no AI/ML mentioned. Some repetitive testing tasks, but substantial engineering judgment remains.",1,06b1fdc757d6,gpt-5.4-mini,openai,automatability
0.02,0.18,"Clinical trial coordination role; no AI/ML work mentioned, but some administrative tasks may be partially automatable.",1,f23b36c1862e,gpt-5.4-mini,openai,automatability
0.08,0.18,"Specialized reactor analysis, not AI/ML work; some modeling is computer-assisted, but core tasks require expert judgment.",1,5dc2742dc657,gpt-5.4-mini,openai,automatability
0.05,0.12,"No AI/ML work mentioned; role centers on engineering judgment, client interaction, project management, and mentoring.",1,1f2bcf2ba3f3,gpt-5.4-mini,openai,automatability
0.03,0.08,"Engineering/process troubleshooting role; no AI/ML or data-science work mentioned, and tasks are complex, site-specific, and non-routine.",1,7601dbcc924d,gpt-5.4-mini,openai,automatability
0.98,0.12,"Explicit robotics AI/perception engineering role; core work appears specialized, non-routine, and not easily automated.",1,26ffc2499caf,gpt-5.4-mini,openai,automatability
0.03,0.18,"Chemical process engineering role; no AI/ML duties mentioned. Work appears technical and judgment-based, not highly routine.",1,adc9d40b0d3e,gpt-5.4-mini,openai,automatability
0.03,0.18,"Process engineering role; posting mentions STEM engineering, not AI/ML. Tasks likely technical but partly routine and process-driven.",1,da5eabdf92b6,gpt-5.4-mini,openai,automatability
0.01,0.12,No AI/ML work mentioned; pharmacist duties are specialized but include some standardized prescription processing.,1,bb9012bc75c3,gpt-5.4-mini,openai,automatability
0.01,0.08,"No AI/ML work described; role is hands-on clinical leadership and patient care, only partly routine.",1,dc979623249d,gpt-5.4-mini,openai,automatability
0.18,0.08,"Mentions AI as a manufacturing technology, but role is technical stewardship and leadership, not AI-focused or routine clerical work.",1,7542c160df13,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work described; security patrol duties are largely routine, observable, and potentially automatable.",1,165010928dcd,gpt-5.4-mini,openai,automatability
0.08,0.18,"Sales leadership with data-driven management, but no explicit AI/ML work; core tasks are partly routine yet heavily interpersonal.",1,11e3bb8f9b76,gpt-5.4-mini,openai,automatability
0.03,0.18,"No AI/ML/data-science duties mentioned; logistics process work appears operational and supervisory, with some routine elements but not fully repetitive.",1,496d9a0f950c,gpt-5.4-mini,openai,automatability
0.01,0.78,"Pure vehicle-moving role; no AI/ML mention. Tasks appear routine, repetitive, and physically procedural.",1,6c1a131d8f4b,gpt-5.4-mini,openai,automatability
0.02,0.18,"Clinical lab testing role; no AI/ML mentioned. Some specimen analysis is standardized, but hands-on lab work limits full automation.",1,ead20395d74c,gpt-5.4-mini,openai,automatability
0.03,0.18,"Clinical research associate work is regulatory, monitoring, and coordination-focused; no AI/ML duties mentioned, and tasks are partly standardized but human-dependent.",1,0349e5b6c417,gpt-5.4-mini,openai,automatability
0.01,0.08,"Manual welding/fitting role with physical, customized tasks; no AI, data, or machine-learning work mentioned.",1,3572e02286e5,gpt-5.4-mini,openai,automatability
0.01,0.78,"Machine operator in meat processing; no AI/ML mentioned. Core work appears repetitive, equipment-based, and highly automatable.",1,e2cbc0c3eeb2,gpt-5.4-mini,openai,automatability
0.01,0.72,"Pure machine operation and cleanup; no AI, ML, or data-science work mentioned.",1,0fec61b6dc09,gpt-5.4-mini,openai,automatability
0.02,0.35,"Sales-focused insurance producer role; no AI/ML work mentioned, but some routine outreach and paperwork may be automatable.",1,08670be9ac4b,gpt-5.4-mini,openai,automatability
0.03,0.42,"No AI/ML mentioned; routine lab operations, coordination, shipping, and compliance suggest moderate automation potential.",1,d377104c1e8a,gpt-5.4-mini,openai,automatability
0.02,0.55,Environmental sampling and documentation; no AI/ML mentioned. Data collection and reporting are moderately routine.,1,ffb1cb8cecae,gpt-5.4-mini,openai,automatability
0.05,0.35,"Sales role with leads and client relationships; no AI/ML work mentioned, but some routine lead-follow-up may be automatable.",1,06fcbe4ccabd,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; specimen processing, clerical checks, and phlebotomy are routine and repetitive.",1,471110e1de30,gpt-5.4-mini,openai,automatability
0.03,0.78,"Inspection and statistical evaluation only; no AI/ML work mentioned, and tasks appear routine and standardized.",1,d794c8d88c1b,gpt-5.4-mini,openai,automatability
0.02,0.12,"Sales/account management role with consultative customer work; no AI or data-science duties mentioned, and core tasks are partly interpersonal.",1,04e6d435ad1d,gpt-5.4-mini,openai,automatability
0.03,0.18,"Hands-on AV/network technical lead; no AI/ML mentioned. Some troubleshooting is routine, but live-event work needs human oversight.",1,6e2caa46b223,gpt-5.4-mini,openai,automatability
0.99,0.72,"Explicitly trains and evaluates AI chatbots; tasks are structured model-evaluation work, though biology expertise adds some human judgment.",1,2f63d1b5a73f,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work mentioned; clerical accessioning, data entry, and routine specimen handling are highly automatable.",1,bc9ffcf5360f,gpt-5.4-mini,openai,automatability
0.03,0.18,"Analytical chemistry role; no AI/ML mentioned. Work likely lab-based and specialized, with some routine testing but not mostly automatable.",1,38013748f406,gpt-5.4-mini,openai,automatability
0.02,0.18,"Pure sales territory role; no AI, ML, or data-science duties mentioned. Some routine sales tasks may be partially automatable.",1,21494732d49f,gpt-5.4-mini,openai,automatability
0.03,0.18,"Sales and clinical education role; no AI/ML work mentioned. Some presentations are routine, but customer-facing judgment limits automation.",1,6cbcb7740a79,gpt-5.4-mini,openai,automatability
0.02,0.18,"No AI/ML work described; hands-on patient prep, equipment operation, monitoring, and safety tasks are partly routine but human-supervised.",1,3f54fa5cad9d,gpt-5.4-mini,openai,automatability
0.08,0.22,"Flow cytometry lab work, not AI-focused; some instrument handling is routine, but lab judgment limits automation.",1,0f6ee34ff9e9,gpt-5.4-mini,openai,automatability
0.02,0.35,"Quality inspection role mentions testing equipment and continuous improvement, but no AI/ML work; many checks are routine yet still require human judgment.",1,5de1e3e9f56c,gpt-5.4-mini,openai,automatability
0.08,0.18,"Product strategy for antibodies; mentions digital product management but no direct AI/ML work. Mostly judgment, coordination, and scientific portfolio decisions.",1,8899a54ee063,gpt-5.4-mini,openai,automatability
0.08,0.22,"Cloud migration consulting; no explicit AI/ML work. Some advisory tasks are routine, but architecture and stakeholder judgment limit automation.",1,b2fe7df7b4a7,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; pharmacy tasks are operational, prescription-focused, and largely routine.",1,2385b2f37666,gpt-5.4-mini,openai,automatability
0.01,0.12,"Sales and patient-support role; no AI/ML or data-science work mentioned, though some outreach tasks are partially routine.",1,a64f385013b8,gpt-5.4-mini,openai,automatability
0.02,0.18,"Clinical lab certification role; no AI/ML work mentioned, but some routine review and verification tasks may be partially automatable.",1,48bf9915852e,gpt-5.4-mini,openai,automatability
