p_exposure,p_automatable,rationale,raw_ok,job_id,model,provider,construct_target
0.03,0.12,"Optical engineering for medical instruments; no AI/data-science duties mentioned, and core design work is specialized, nonroutine.",1,016889c03a2a,gpt-5.4,openai,exposure
0.01,0.03,"Clinical pediatric dentistry role; posting mentions no AI/data work, and hands-on patient care is not routine-automatable.",1,c632d60aa7f0,gpt-5.4,openai,exposure
0.06,0.18,"Cybersecurity management and RMF oversight; advisory, accountability, and security posture tasks are not AI-focused or easily automated.",1,00e34fd231d7,gpt-5.4,openai,exposure
0.18,0.34,"Uses security monitoring tools, not AI methods; investigation and incident triage require human judgment, limiting automation.",1,043ed96bd466,gpt-5.4,openai,exposure
0.06,0.22,"Sales/business development role using relationships and presentations; mentions insights from research, not AI-specific or highly routine.",1,7705bd67b5f4,gpt-5.4,openai,exposure
0.02,0.08,"Direct patient nursing care using evidence-based standards; no AI/data-science duties, and core tasks require human judgment and interaction.",1,2e33a7b1b862,gpt-5.4,openai,exposure
0.06,0.22,"Change management consulting role; posting mentions no AI tasks. Work is interpersonal, strategic, and less routine.",1,bd41efeea065,gpt-5.4,openai,exposure
0.03,0.34,IT support technician role; posting mentions no AI/data-science work. Troubleshooting and onsite technical service are only partly automatable.,1,6b2787360297,gpt-5.4,openai,exposure
0.08,0.12,"Payments SME/architect role focuses on solution design, stakeholder bridging, integration, and compliance; little explicit AI, low routine automation.",1,03a4d0e970ce,gpt-5.4,openai,exposure
0.82,0.34,"Posting emphasizes AI training platforms and simulation work; managerial/catalog tasks likely require human judgment, not mostly routine automation.",1,8b63be0aa11b,gpt-5.4,openai,exposure
0.08,0.18,"Government procurement and negotiation counsel role; legal judgment-heavy work, little explicit AI/data-science involvement.",1,c936730e90a7,gpt-5.4,openai,exposure
0.02,0.12,"Construction project executive role; leadership and coordination dominate, with no AI/data-science duties mentioned.",1,3a59dd6ca78a,gpt-5.4,openai,exposure
0.22,0.18,"Research role uses qualitative/quantitative user studies; AI mentioned as product context, not core methods. Work is interpretive, not routine.",1,77af75d2a2d0,gpt-5.4,openai,exposure
0.06,0.18,Patent prosecution for complex mechanical systems is specialized legal-technical work; posting mentions no AI or data-science duties.,1,3994547bce7b,gpt-5.4,openai,exposure
0.08,0.22,"Hardware/software testing and troubleshooting in R&D; no explicit AI work, and tasks require hands-on judgment and travel.",1,1fd15fe5518d,gpt-5.4,openai,exposure
0.03,0.58,"Trade compliance analysis suggests rules-based documentation work; posting mentions no AI, ML, or data-science responsibilities.",1,d91db01a6c4c,gpt-5.4,openai,exposure
0.06,0.28,"Bench repair, diagnostics, maintenance, testing, and calibration are hands-on; no direct AI work mentioned.",1,9151055cb6dd,gpt-5.4,openai,exposure
0.08,0.12,"Cyber full-stack architect/manager role focuses on cybersecurity engineering, architecture, mentoring, and client delivery; little explicit AI, low routine automation.",1,c5babcca2ef7,gpt-5.4,openai,exposure
0.03,0.08,"Clinical academic oral surgery faculty role; patient care, teaching, and research are specialized, non-routine, and not AI-focused.",1,7cbfa14489aa,gpt-5.4,openai,exposure
0.03,0.12,Senior employment counsel is strategic legal advising; posting mentions no AI/data-science work and tasks require human judgment.,1,3e3f8f52d643,gpt-5.4,openai,exposure
0.08,0.22,"Product strategy and cross-functional coordination; mentions IoT analytics, but no direct AI/ML or highly routine tasks.",1,e6bd023f6231,gpt-5.4,openai,exposure
0.03,0.28,"Hands-on network cabling/install support; little AI/data work. Physical, variable onsite tasks limit automation despite routine elements.",1,2ccf91f2abd4,gpt-5.4,openai,exposure
0.08,0.22,"Systems engineering for hybrid infrastructure and Azure; mentions automation, but core work is complex, collaborative, and non-routine.",1,03ab0da6c5db,gpt-5.4,openai,exposure
0.06,0.28,"Product Owner in fintech platform; posting mentions no AI/data-science duties. Role likely requires judgment, coordination, and strategy.",1,9a53a6ce0c8e,gpt-5.4,openai,exposure
0.03,0.58,"Legal document prep, filing, and case-file management are structured; posting shows no AI, ML, or data-science duties.",1,b9475fa46daa,gpt-5.4,openai,exposure
0.01,0.28,"Hands-on jewelry polishing, repair, QC, and customer interaction; little AI/data work, only some clerical tasks are automatable.",1,88de91559a00,gpt-5.4,openai,exposure
0.01,0.06,"Clinical dental specialist role focused on patient surgery and outcomes; little AI/data work, low automatable hands-on care.",1,1702c23a78dc,gpt-5.4,openai,exposure
0.03,0.22,"Power connector design and customer engineering are hardware-focused, non-AI tasks requiring judgment; some routine design elements exist.",1,bd484dd5f2a1,gpt-5.4,openai,exposure
0.18,0.14,"Patent prosecution legal work; data science background mentioned, but role centers on specialized drafting, analysis, and client interaction.",1,d7f9935bb100,gpt-5.4,openai,exposure
0.42,0.14,"Network engineering for AI/HPC infrastructure mentions AI context, but core work is specialized, non-routine systems engineering.",1,f97cf388fdfa,gpt-5.4,openai,exposure
0.01,0.06,"Hands-on salon guest service role; no AI/data tasks mentioned, and core work requires physical, personalized human interaction.",1,855892dbe8bb,gpt-5.4,openai,exposure
0.01,0.08,"Hands-on patient care, education, and dentist collaboration; no AI/data tasks mentioned, and core clinical work is hard to automate.",1,be929883f293,gpt-5.4,openai,exposure
0.06,0.18,"Personnel/program security administration; no explicit AI/data-science duties, and work needs judgment, clearance, and customer-facing problem-solving.",1,9186d55515de,gpt-5.4,openai,exposure
0.02,0.38,"Wet-lab testing, compliance, and sample traceability; no AI/data-science duties mentioned, but some routine procedures are automatable.",1,0649ece19d3e,gpt-5.4,openai,exposure
0.08,0.18,"Cloud quality consulting for enterprise customers; no explicit AI/data-science work, and tasks involve complex client-facing problem-solving.",1,6d20cd1173c1,gpt-5.4,openai,exposure
0.08,0.42,"Business analyst using Anaplan suggests software-based planning work, not explicit AI; some reporting/modeling tasks are structured and partly automatable.",1,0c76bcc6405d,gpt-5.4,openai,exposure
0.99,0.08,Role directly leads AI model evaluation products; strategic product leadership is non-routine and hard to automate.,1,eea082e84796,gpt-5.4,openai,exposure
0.08,0.22,"General applications/business systems consulting role; no explicit AI/data-science work, and core tasks are advisory, integrative, nonroutine.",1,0f114d3c4c99,gpt-5.4,openai,exposure
0.02,0.12,"Complex legal counseling, negotiation, and compliance work; no AI/data-science duties mentioned.",1,98668323a8d7,gpt-5.4,openai,exposure
0.03,0.28,"Field service technician for wireless equipment; hands-on installation/service, no explicit AI or data-science duties.",1,1a8a6283626a,gpt-5.4,openai,exposure
0.03,0.18,"Clinical imaging role uses medical equipment, not AI; patient interaction, positioning, and judgment limit automation.",1,f9335165c156,gpt-5.4,openai,exposure
0.02,0.62,Buyer/planner in manufacturing procurement; no AI/data-science duties mentioned. Planning and purchasing tasks are structured and partly automatable.,1,e4d9d7019575,gpt-5.4,openai,exposure
0.01,0.08,"Clinical patient-care dentist role; posting mentions no AI/data work, and core hands-on diagnosis/treatment is hard to automate.",1,6fe7672f65fb,gpt-5.4,openai,exposure
0.62,0.18,"AI-native language and data-platform consulting imply direct AI/data work; consultative sales and delivery are nonroutine, human-intensive.",1,18a4ea2380c9,gpt-5.4,openai,exposure
0.72,0.28,Business development role focused on AI-agent company; sales/partnership work uses AI context but core tasks are nonroutine.,1,e5bfec6e11d5,gpt-5.4,openai,exposure
0.93,0.18,Role supports AI training/evaluation data creation; musical performance and artistic judgment are not mostly routine or automatable.,1,7c8edf9689b0,gpt-5.4,openai,exposure
0.02,0.46,Paralegal litigation support shows no AI/data-science duties; document and research tasks are partly routine but require legal judgment.,1,2d0dd250ea25,gpt-5.4,openai,exposure
0.22,0.18,"AI mentioned in company context, but role focuses on program management, schedules, risks, and stakeholder communication.",1,4c2db6ccea05,gpt-5.4,openai,exposure
0.03,0.18,"Project execution management role; no AI/data-science duties mentioned, and core work is supervisory, judgment-heavy, nonroutine.",1,c0c4fd2c1a50,gpt-5.4,openai,exposure
0.72,0.18,"Role centers on OpenAI alliance strategy and partnerships; relationship-building, leadership, and cross-functional planning are not easily automated.",1,65142982cc75,gpt-5.4,openai,exposure
0.04,0.08,"Clinical patient care role using diagnostic equipment; little evidence of AI work, and core judgment tasks are not routine.",1,d8f1e118273b,gpt-5.4,openai,exposure
0.02,0.86,"Mail processing, logging, auditing, and letter generation are routine administrative tasks; posting mentions no AI or analytics work.",1,dc276b88c013,gpt-5.4,openai,exposure
0.88,0.18,"Role directly involves data engineering/science on big-data platform; client-facing architecture and integration work is varied, nonroutine.",1,46d28714735f,gpt-5.4,openai,exposure
0.98,0.34,Role directly evaluates and improves AI outputs; judgment-heavy language review and fact-checking reduce automability.,1,168f1c018e74,gpt-5.4,openai,exposure
0.03,0.18,"Network security engineering with Cisco/SD-WAN is hands-on, specialized infrastructure work; no AI, ML, or data-science duties mentioned.",1,5b62b4171139,gpt-5.4,openai,exposure
0.03,0.28,"General IT support/troubleshooting role; no AI duties mentioned. Tasks are varied, hands-on, and user-facing, limiting automation.",1,a7c34cd22e1a,gpt-5.4,openai,exposure
0.01,0.08,"Teaching secondary art is human-centered and creative; posting shows no AI, ML, or data-science duties.",1,6498a7d8fc00,gpt-5.4,openai,exposure
0.03,0.08,"Senior hydrogeology practice leadership and technical consulting role; no AI/data-science duties, work is nonroutine and judgment-heavy.",1,231ff2b67ef3,gpt-5.4,openai,exposure
0.03,0.42,"Application support/networking role; no AI or data-science duties mentioned. Some monitoring/troubleshooting is routine, but senior support needs judgment.",1,f43d799076e6,gpt-5.4,openai,exposure
0.02,0.72,"Manual machine setup and operation; no AI/data tasks mentioned, but repetitive production work is fairly automatable.",1,03e7ef404e3d,gpt-5.4,openai,exposure
0.03,0.28,"Home sales role emphasizes relationship-building and closing deals; no AI duties mentioned, and core work is interpersonal, not routine.",1,8ca3591ab9cf,gpt-5.4,openai,exposure
0.03,0.12,"Wireless/network consulting leadership role; no AI/data-science duties mentioned, and core work is complex, client-facing, and judgment-heavy.",1,fe84e2fc98b7,gpt-5.4,openai,exposure
0.01,0.72,"Administrative coordination and document preparation; no AI/data-science duties mentioned, many tasks are structured but require cross-party communication.",1,a585118cbf29,gpt-5.4,openai,exposure
0.08,0.34,"Implementation consulting in ticketing software suggests client-facing configuration and coordination, not explicit AI; tasks are partly structured but require human judgment.",1,6ca2c5dd9bf0,gpt-5.4,openai,exposure
0.03,0.72,"Administrative PBM support with daily tasks/projects; no AI mentioned, and many support duties appear routine and process-driven.",1,c9b651b87570,gpt-5.4,openai,exposure
0.02,0.18,"Quality-control lab management and compliance leadership; little AI/data-science content, substantial human oversight and judgment.",1,49c259de485e,gpt-5.4,openai,exposure
0.01,0.08,"Direct bedside nursing and care coordination; no AI/data-science duties mentioned, tasks require human judgment and interaction.",1,116ccb0064fd,gpt-5.4,openai,exposure
0.03,0.12,"Clinical hearing-care role focused on patient-centered treatment; posting mentions no AI/data-science tasks, and core work is interpersonal.",1,3686ee924abd,gpt-5.4,openai,exposure
0.01,0.62,"Retail sales posting shows no AI work; many sales tasks are routine, but customer interaction prevents full automation.",1,22baebb0e29e,gpt-5.4,openai,exposure
0.03,0.28,"Posting indicates general lab research support; no AI/data-science duties mentioned, and lab tasks likely require hands-on judgment.",1,1f208cf0d2e9,gpt-5.4,openai,exposure
0.01,0.72,Telecommunications attendant role shows no AI-related duties; likely routine call-handling and switchboard tasks are substantially automatable.,1,9cb922393def,gpt-5.4,openai,exposure
0.12,0.46,"FP&A budgeting, forecasting, reporting, and analytics use data tools but not explicit AI; many tasks are structured yet require judgment.",1,6d2b47807a28,gpt-5.4,openai,exposure
0.01,0.08,"Child-focused music therapy sessions require human interaction and creativity; no AI, ML, or data-science duties mentioned.",1,0bf5b574a4a8,gpt-5.4,openai,exposure
0.08,0.34,"Contracts Manager role appears administrative/legal; company uses AI, but posting gives no AI duties for this job.",1,2b88b27b10bc,gpt-5.4,openai,exposure
0.08,0.18,"PLC commissioning, troubleshooting, networking, and field leadership use industrial automation, not AI; hands-on travel and escalation work resists automation.",1,77ea54a6101f,gpt-5.4,openai,exposure
0.34,0.29,"Forecasting, planning, and advanced analytics suggest some data-science exposure; leadership, strategy, and cross-functional judgment reduce automatable share.",1,8063061f1a81,gpt-5.4,openai,exposure
0.03,0.18,"Regulatory strategy and cross-functional judgment role; no explicit AI/data-science duties, limited routine automatable work.",1,cae335708db1,gpt-5.4,openai,exposure
0.06,0.28,"Network engineering role; posting shows infrastructure and people skills, not AI/data science. Some monitoring tasks automatable, core troubleshooting less so.",1,ee1c570c1177,gpt-5.4,openai,exposure
0.03,0.62,Operates digital printing/cutting equipment; no AI/ML duties mentioned. Production tasks are repetitive but still require physical handling and troubleshooting.,1,29e7f4459da3,gpt-5.4,openai,exposure
0.01,0.18,"HOA portfolio management emphasizes client service, communication, and oversight; no AI/data-science duties mentioned, and work is nonroutine.",1,0265c20567e9,gpt-5.4,openai,exposure
0.99,0.28,"Role directly trains and evaluates AI models; core work requires expert mathematical reasoning and judgment, limiting full automation.",1,7fbc91fc1859,gpt-5.4,openai,exposure
0.08,0.46,"Regulatory reporting/compliance role uses data and testing, but no explicit AI; many reporting tasks are structured yet require judgment.",1,5c2349c5307f,gpt-5.4,openai,exposure
0.08,0.12,"Cyber risk leadership and advisory role; strategic, client-facing work with no explicit AI/data-science duties.",1,4a7a553bb981,gpt-5.4,openai,exposure
0.03,0.62,Indirect tax support role; no AI/data-science duties mentioned. Compliance and analysis tasks are structured and partly automatable.,1,0d92fa728147,gpt-5.4,openai,exposure
0.02,0.58,"Retail customer service and sales tasks; no AI work mentioned, but many duties are standardized and partly automatable.",1,21f9ede35e3f,gpt-5.4,openai,exposure
0.78,0.24,"Role centers on proposing AI-powered marketing solutions; consultative, client-facing, and tailored work is not highly routine.",1,fd35b02c900e,gpt-5.4,openai,exposure
0.03,0.08,"Teaching art emphasizes human instruction, engagement, and curriculum development; posting mentions technology generally, not AI-specific work.",1,0b89873cf018,gpt-5.4,openai,exposure
0.12,0.28,"Groundwater numerical modeling and data analysis are technical but not explicitly AI-related; reporting/modeling require human judgment, limiting automation.",1,7e6e57da8de0,gpt-5.4,openai,exposure
0.03,0.08,"Senior IP legal strategy role; posting mentions no AI/data-science work, and core judgment-heavy legal tasks are hard to automate.",1,ecf8c7e1acc6,gpt-5.4,openai,exposure
0.01,0.08,"Childcare teaching role with interpersonal, supervisory, and developmental tasks; no AI/data duties mentioned.",1,6d5090aa9509,gpt-5.4,openai,exposure
0.01,0.42,"Commercial real estate paralegal work is legal/transactional, not AI-focused; some document-heavy tasks are automatable, but coordination and judgment remain.",1,7ff256edcd67,gpt-5.4,openai,exposure
0.08,0.18,Cybersecurity role suggests technical judgment; posting lacks AI/data-science duties and core tasks are not described as routine.,1,3c123d0d8aa6,gpt-5.4,openai,exposure
0.08,0.34,"Commodity management uses supplier strategy, audits, and cross-functional judgment; mentions spend analysis but no AI-specific work.",1,3a3521a66b61,gpt-5.4,openai,exposure
0.18,0.34,"Insurance sales/advising role; posting mentions AI systems company-wide, but duties appear human-facing and relationship-driven.",1,a68192b80bef,gpt-5.4,openai,exposure
0.88,0.72,Query vetting/data annotation directly supports AI workflows; labeling tasks are repetitive and largely machine-performable.,1,d5d318a4e232,gpt-5.4,openai,exposure
0.08,0.24,"Implements demand-planning software for customers; software-focused consulting, not AI-specific, with substantial client-facing, customized problem-solving work.",1,e2224034e677,gpt-5.4,openai,exposure
0.08,0.12,"Cybersecurity engineering role implementing Zero Trust controls; little explicit AI work, and tasks are complex, non-routine, human-driven.",1,2c80eb10532d,gpt-5.4,openai,exposure
0.12,0.46,"Creates web/chatbot content and tracks effectiveness; some digital optimization, but work is largely human-centered writing and design.",1,7796347a2ae4,gpt-5.4,openai,exposure
0.08,0.42,"Uses pricing/data tools and analysis, but no AI/ML work; many structured financial operations, yet judgment/compliance remain important.",1,b6927ae68441,gpt-5.4,openai,exposure
0.03,0.18,"Legal advocacy, strategy, and client advising dominate; posting mentions no AI/data-science work and tasks are not mostly routine.",1,05ad63dc872f,gpt-5.4,openai,exposure
0.99,0.12,"Role explicitly architects and implements AI-driven solutions; strategic, cross-functional architecture work is not mostly routine.",1,4fc7d8b318b6,gpt-5.4,openai,exposure
0.01,0.08,"Clinical patient-care role with interpersonal, hands-on tasks; no AI/data duties mentioned, limited routine automatable work.",1,312a579ff459,gpt-5.4,openai,exposure
0.12,0.46,"ERP/manufacturing systems analysis and discrepancy resolution; analytical but no explicit AI/data-science duties, with some routine process work.",1,766f4f2a6514,gpt-5.4,openai,exposure
0.06,0.18,Credit analysis and team leadership rely on qualitative judgment; no explicit AI/data-science duties mentioned.,1,b2dcd6c59d8c,gpt-5.4,openai,exposure
0.08,0.18,"Cybersecurity IAM consulting role; no explicit AI/data-science work, and tasks involve judgment, client interaction, and complex implementation.",1,f13c7df3cdda,gpt-5.4,openai,exposure
0.06,0.34,"Creative multimedia design and campaign planning use digital tools, but posting shows no AI; core work is varied, subjective, collaborative.",1,f699389b5b93,gpt-5.4,openai,exposure
0.01,0.62,"Manual press-feeding and assisting operator; no AI/data tasks mentioned, but repetitive production work is partly automatable.",1,b9d3e91364de,gpt-5.4,openai,exposure
0.08,0.34,"Clinical systems support/coordination role; no explicit AI/ML work. Tasks involve troubleshooting and stakeholder coordination, only partly automatable.",1,79b41f137420,gpt-5.4,openai,exposure
0.08,0.14,"UX strategy and research leadership; no explicit AI/data-science work, and core tasks are creative, judgment-heavy, nonroutine.",1,e57f780bb6f6,gpt-5.4,openai,exposure
0.18,0.22,"Solution architect for customer data/MarTech suggests technical systems design; posting mentions no AI/ML, and architecture work is nonroutine.",1,230dbc299b93,gpt-5.4,openai,exposure
0.02,0.18,"Litigation associate role emphasizes legal research, writing, counseling, and case management; little AI use, substantial nonroutine judgment.",1,5d36ebf30e53,gpt-5.4,openai,exposure
0.98,0.28,"Role explicitly builds intelligent AI agents; product management requires judgment, coordination, and strategy, limiting full automation.",1,7ff3feadd39a,gpt-5.4,openai,exposure
0.08,0.42,"Operational efficiency analysis in property management; uses standard software, not AI. Some analytical tasks automatable, but implementation and coordination are not.",1,34a3caf12d8d,gpt-5.4,openai,exposure
0.02,0.12,"Field archaeology survey work is hands-on and site-specific, with no mention of AI, ML, or data-science duties.",1,4b1dead73fe3,gpt-5.4,openai,exposure
0.08,0.22,"Cybersecurity consulting role mentions securing environments, not AI work; consulting tasks are varied, judgment-heavy, and not mostly routine.",1,c57ec985bcb2,gpt-5.4,openai,exposure
0.34,0.28,"Product Manager at AI-native platform likely interfaces with AI products, but PM work is varied, strategic, and not mostly routine.",1,a39b74de51fa,gpt-5.4,openai,exposure
0.08,0.12,"Security architecture and incident leadership; mentions SOC operations, not AI/ML work, and tasks are complex, judgment-heavy.",1,789fae323647,gpt-5.4,openai,exposure
0.18,0.22,"Network engineering internship in defense IT; posting mentions AI broadly, but role itself appears infrastructure-focused, not routine.",1,070278f4e6d3,gpt-5.4,openai,exposure
0.03,0.08,"Clinical dentist role using general technology, not AI-specific; core hands-on patient care and judgment are hard to automate.",1,de128ee7dfa6,gpt-5.4,openai,exposure
0.18,0.14,"Business development consulting role; mentions data-driven services but not direct AI work. Core tasks are relationship-based, strategic, nonroutine.",1,335cb7f24046,gpt-5.4,openai,exposure
0.01,0.95,"Pure manual data entry into claims system; no AI/ML duties mentioned, and tasks are highly routine.",1,64d30de187bb,gpt-5.4,openai,exposure
0.03,0.42,"Compliance analysis role; posting shows no AI/data-science work, but some monitoring/reporting tasks may be partly automatable.",1,f87c6fa10929,gpt-5.4,openai,exposure
0.01,0.12,"Legal counsel advising HR and managing employment matters; little AI use mentioned, work is judgment-heavy and nonroutine.",1,9d23434c2264,gpt-5.4,openai,exposure
0.02,0.58,"Benefits administration and leave processing are structured and rules-based; posting shows no AI, ML, or data-science duties.",1,d511c9ac61d7,gpt-5.4,openai,exposure
0.01,0.12,"Hands-on showroom display, furniture moving, and physical presentation work; little AI involvement and low near-term full automation potential.",1,329b844f9c4d,gpt-5.4,openai,exposure
0.02,0.12,"Insurance coverage attorney role emphasizes legal research, writing, and judgment; no AI duties, limited routine automatable work.",1,d090db995d0d,gpt-5.4,openai,exposure
0.01,0.08,Clinical dental care posting shows no AI/data work; hands-on patient diagnosis and treatment are not easily automated.,1,7463254d5c3d,gpt-5.4,openai,exposure
0.08,0.62,"Revenue reporting and analysis role; no AI/ML mentioned. Reporting tasks are structured and partly automatable, but review/analysis needs judgment.",1,b2f31f76ca3e,gpt-5.4,openai,exposure
0.01,0.08,"Hands-on beauty services with client interaction; no AI/data tasks mentioned, and core manual work is difficult to automate.",1,b417df096c62,gpt-5.4,openai,exposure
0.08,0.28,"General product management and stakeholder coordination; no AI/ML duties mentioned, and core work is judgment-heavy, cross-functional, non-routine.",1,447029e0a1d8,gpt-5.4,openai,exposure
0.01,0.78,Clerical typing role shows no AI duties; core office typing and routine administrative tasks are highly automatable.,1,28abfcccf490,gpt-5.4,openai,exposure
0.06,0.28,"Wi-Fi test engineering mentions broadband/network testing, not AI; hands-on engineering and troubleshooting are only partly automatable.",1,2045ed36d7ef,gpt-5.4,openai,exposure
0.01,0.12,"Hands-on locksmithing, repairs, installation, and coordination; no AI/data tasks, limited automatable physical skilled work.",1,e17f7faf6b5e,gpt-5.4,openai,exposure
0.01,0.72,"Industrial machine setup and maintenance; no AI/data tasks mentioned. Repetitive equipment operation is fairly automatable, but physical adjustments reduce full automation.",1,1c35493b68ea,gpt-5.4,openai,exposure
0.08,0.18,"Security engineering/integration role using security platforms, not AI-specific; core work is complex, judgment-heavy, and nonroutine.",1,e8a270b52387,gpt-5.4,openai,exposure
0.28,0.82,"Video/data capture supports AI datasets, but tasks appear mainly repetitive collection and entry work.",1,99a9d98b8113,gpt-5.4,openai,exposure
0.03,0.12,"Hands-on product development, testing, and cross-functional engineering; no AI/data-science duties, low routine repetitiveness.",1,3eb24a864caa,gpt-5.4,openai,exposure
0.72,0.58,"Sells AI solutions directly, but core work is consultative prospecting and relationship-driven sales, only partly automatable.",1,a6b4ee147198,gpt-5.4,openai,exposure
0.03,0.12,"Legal counsel role advising logistics/compliance; no AI duties mentioned, and core judgment-heavy legal work is not highly routine.",1,5acebe2568d2,gpt-5.4,openai,exposure
0.08,0.18,Semiconductor applications engineering with travel and customer/system support; mentions Java but no AI/ML or data-science duties.,1,e665a87b3371,gpt-5.4,openai,exposure
0.03,0.28,"Hands-on IT field support, onboarding, installs, and travel; little AI/data-science content, moderate routine but physical/site-specific work.",1,562bd8bb3d38,gpt-5.4,openai,exposure
0.08,0.28,"Sales relationship management role selling tech solutions; little explicit AI work, and core persuasion/account management is not highly automatable.",1,7fd112b64415,gpt-5.4,openai,exposure
0.02,0.12,"Clinical dental hygiene role; posting mentions no AI/data work, and hands-on patient care is not easily automated.",1,c7c62f0bd4cd,gpt-5.4,openai,exposure
0.03,0.18,"Posting gives no AI duties; collection management in national security likely involves judgment-heavy, nonroutine coordination.",1,2cf1c89b6b7a,gpt-5.4,openai,exposure
0.03,0.08,"Therapy, family collaboration, and clinical judgment dominate; little AI/data-science content, low routinization beyond documentation.",1,d17c1ceeaa2a,gpt-5.4,openai,exposure
0.03,0.58,"Inventory coordination and cycle counts are operational, not AI-related; many tracking/scheduling tasks are structured and partly automatable.",1,f5bf7ddaa366,gpt-5.4,openai,exposure
0.12,0.18,"Cybersecurity engineering uses monitoring and investigations, but posting mentions no AI/ML; core work is expert, judgment-heavy, nonroutine.",1,31b525144544,gpt-5.4,openai,exposure
0.03,0.28,"Procurement and supplier relationship/project management role; no AI/data-science duties mentioned, and work appears interpersonal, variable, and coordination-heavy.",1,e22e0c9aad88,gpt-5.4,openai,exposure
0.08,0.12,"Salesforce architecture, governance, integrations, and strategic technical review; little explicit AI, largely non-routine expert work.",1,b02d01d61d72,gpt-5.4,openai,exposure
0.03,0.12,"Cybersecurity risk management and policy work; little AI use mentioned, and core judgment-heavy tasks are not routine.",1,203e2a53c52f,gpt-5.4,openai,exposure
0.01,0.12,"Hands-on patient care and clinician support; little AI/data work, low routinization due to physical, interpersonal tasks.",1,c072c8ff02ee,gpt-5.4,openai,exposure
0.08,0.18,"Senior cloud cybersecurity engineering in classified AWS systems; security integration is technical, judgment-heavy, and not explicitly AI-related.",1,0951fe050c10,gpt-5.4,openai,exposure
0.01,0.08,"Clinical dental care role; posting shows no AI/data-science work, and hands-on patient treatment is hard to automate.",1,6e09392f42c4,gpt-5.4,openai,exposure
0.03,0.18,"Risk consulting, training, and on-site client coordination are human-centric; no AI/data-science duties mentioned.",1,997f630052ca,gpt-5.4,openai,exposure
0.12,0.18,"Consulting manager role in sales transformation; posting mentions technology broadly, not direct AI work, and tasks are nonroutine client-facing.",1,0762e39ef490,gpt-5.4,openai,exposure
0.01,0.62,"Manufacturing press operation shows no AI work; machine-tending tasks are structured and partly automatable, but physical setup limits full automation.",1,134910e6b5a2,gpt-5.4,openai,exposure
0.02,0.28,Printing press operator role; no AI duties mentioned. Physical machine operation and maintenance limit full automation.,1,60b08cff79d2,gpt-5.4,openai,exposure
0.02,0.18,"Legal advising, negotiation, drafting, and legislative review involve little AI use and substantial judgment, limiting automation.",1,b6dc2d50b9ce,gpt-5.4,openai,exposure
0.01,0.08,"Childcare teaching role with hands-on supervision and interaction; no AI/data tasks mentioned, low routine automability.",1,220303d8e0b3,gpt-5.4,openai,exposure
0.08,0.22,"Digital product strategy and stakeholder coordination; no explicit AI work, and core tasks are nonroutine managerial.",1,cdc9a6d2c3e3,gpt-5.4,openai,exposure
0.08,0.28,"Business systems analysis and project management for EDI/purchasing systems; no explicit AI/data-science work, tasks require human coordination.",1,87d27a81d45c,gpt-5.4,openai,exposure
0.03,0.18,"Food science R&D, formulation, testing, commercialization, and regulatory work; little AI involvement and many nonroutine experimental tasks.",1,b5f99c4f917d,gpt-5.4,openai,exposure
0.01,0.72,Manual floor-cleaning role with no AI/data tasks; repetitive cleaning duties are fairly automatable but still need physical mobility.,1,1de6c92991e0,gpt-5.4,openai,exposure
0.08,0.14,"Enterprise architecture and ServiceNow platform design; technical, strategic, hands-on work with little explicit AI or routine repetition.",1,f456e4423644,gpt-5.4,openai,exposure
0.08,0.18,"Manufacturing controls and automation engineering, not AI/data science; senior judgment, troubleshooting, and program leadership limit automability.",1,7f302a0fef0a,gpt-5.4,openai,exposure
0.02,0.34,"Microscopy lab analysis and data entry; no AI/ML mentioned. Some reporting is routine, but lab judgment and equipment use limit automation.",1,8411355c9146,gpt-5.4,openai,exposure
0.03,0.08,"Wet-lab biomedical research, animal models, grants, and publications; no explicit AI/data-science duties; core work is nonroutine.",1,de5e8710457e,gpt-5.4,openai,exposure
0.03,0.12,"Environmental process engineering and project leadership; no AI/data-science duties, and core work is specialized, non-routine, client-facing.",1,c3e37c4b6b24,gpt-5.4,openai,exposure
0.03,0.18,"Organic chemistry R&D role; posting mentions lab/pharma innovation, not AI. Experimental scientific work is not mostly routine.",1,5b6d16b8ab45,gpt-5.4,openai,exposure
0.02,0.06,"Experimental quantum-materials postdoc; physics research and synthesis, not AI-related, and core tasks are nonroutine, creative, hands-on.",1,fd880adbac56,gpt-5.4,openai,exposure
0.03,0.18,"Clinical lab technical oversight and expert judgment; little explicit AI use, and varied regulated tasks limit automation.",1,92871db98d7f,gpt-5.4,openai,exposure
0.02,0.58,"Hands-on lab extraction/production role; no AI/data-science duties mentioned. Many procedural tasks are repetitive, but physical lab work limits automation.",1,244979977aac,gpt-5.4,openai,exposure
0.02,0.18,"Regulatory compliance, risk judgment, and cross-functional advising dominate; little AI/data-science work and limited routine automatable tasks.",1,5a665db56103,gpt-5.4,openai,exposure
0.12,0.34,"Finance systems/ERP optimization and reporting, not AI-specific; role requires cross-functional judgment, process improvement, and liaison work.",1,2dd87c1adc22,gpt-5.4,openai,exposure
0.03,0.18,"Construction QA/QC relies on physical inspections, documentation, and coordination; no AI/data-science duties mentioned.",1,939f6ef9d1d8,gpt-5.4,openai,exposure
